역번호,요일유형,시,구분,일평균인원,연도
98,일,11,하차,87.42307692307692,2025
98,일,12,승차,177.57692307692307,2025
98,일,12,하차,103.0,2025
98,일,13,승차,161.90384615384616,2025
98,일,13,하차,121.0576923076923,2025
98,일,14,승차,147.53846153846155,2025
98,일,14,하차,151.67307692307693,2025
98,일,15,승차,131.53846153846155,2025
98,일,15,하차,180.05769230769232,2025
98,일,16,승차,124.11538461538461,2025
98,일,16,하차,191.80769230769232,2025
98,일,17,승차,108.46153846153847,2025
98,일,17,하차,181.09615384615384,2025
98,일,18,승차,77.48076923076923,2025
98,일,18,하차,168.98076923076923,2025
98,일,19,승차,51.73076923076923,2025
98,일,19,하차,136.42307692307693,2025
98,일,20,승차,37.90384615384615,2025
98,일,20,하차,106.90384615384616,2025
98,일,21,승차,23.884615384615383,2025
98,일,21,하차,95.15384615384616,2025
98,일,22,승차,14.76923076923077,2025
98,일,22,하차,68.53846153846153,2025
98,일,23,승차,4.711538461538462,2025
98,일,23,하차,44.42307692307692,2025
98,주중,0,승차,1.6091954022988506,2025
98,주중,0,하차,20.628352490421456,2025
98,주중,1,승차,0.22988505747126436,2025
98,주중,1,하차,0.3831417624521073,2025
98,주중,2,승차,0.06896551724137931,2025
98,주중,2,하차,0.20689655172413793,2025
98,주중,3,승차,0.03065134099616858,2025
98,주중,3,하차,0.04597701149425287,2025
98,주중,4,승차,9.03831417624521,2025
98,주중,4,하차,0.39080459770114945,2025
98,주중,5,승차,88.17241379310344,2025
98,주중,5,하차,14.651340996168582,2025
98,주중,6,승차,138.79310344827587,2025
98,주중,6,하차,82.2183908045977,2025
98,주중,7,승차,347.8773946360153,2025
98,주중,7,하차,231.92337164750958,2025
98,주중,8,승차,390.11877394636014,2025
98,주중,8,하차,276.9655172413793,2025
98,주중,9,승차,263.8582375478927,2025
98,주중,9,하차,178.26436781609195,2025
98,주중,10,승차,263.0344827586207,2025
98,주중,10,하차,209.09961685823754,2025
98,주중,11,승차,283.11494252873564,2025
98,주중,11,하차,228.98467432950193,2025
98,주중,12,승차,279.52107279693485,2025
98,주중,12,하차,185.93869731800766,2025
98,주중,13,승차,237.75095785440612,2025
98,주중,13,하차,184.98467432950193,2025
98,주중,14,승차,199.183908045977,2025
98,주중,14,하차,206.93486590038313,2025
98,주중,15,승차,214.40996168582376,2025
98,주중,15,하차,247.72030651340995,2025
98,주중,16,승차,223.3793103448276,2025
98,주중,16,하차,300.0727969348659,2025
98,주중,17,승차,323.4750957854406,2025
98,주중,17,하차,290.4942528735632,2025
98,주중,18,승차,212.99233716475095,2025
98,주중,18,하차,316.62068965517244,2025
98,주중,19,승차,94.27969348659003,2025
98,주중,19,하차,199.37164750957854,2025
98,주중,20,승차,66.52107279693486,2025
98,주중,20,하차,142.27586206896552,2025
98,주중,21,승차,35.67432950191571,2025
98,주중,21,하차,112.40229885057471,2025
98,주중,22,승차,23.984674329501917,2025
98,주중,22,하차,92.15708812260536,2025
98,주중,23,승차,6.846743295019157,2025
98,주중,23,하차,56.89655172413793,2025
98,토,0,승차,1.7115384615384615,2025
98,토,0,하차,26.98076923076923,2025
98,토,1,승차,0.21153846153846154,2025
98,토,1,하차,0.34615384615384615,2025
98,토,2,승차,0.15384615384615385,2025
98,토,2,하차,0.1346153846153846,2025
98,토,3,승차,0.038461538461538464,2025
98,토,3,하차,0.057692307692307696,2025
98,토,4,승차,9.576923076923077,2025
98,토,4,하차,0.3076923076923077,2025
98,토,5,승차,71.78846153846153,2025
98,토,5,하차,10.788461538461538,2025
98,토,6,승차,77.73076923076923,2025
98,토,6,하차,58.63461538461539,2025
98,토,7,승차,145.19230769230768,2025
98,토,7,하차,77.42307692307692,2025
98,토,8,승차,223.80769230769232,2025
98,토,8,하차,131.1153846153846,2025
98,토,9,승차,242.44230769230768,2025
98,토,9,하차,109.59615384615384,2025
98,토,10,승차,257.8269230769231,2025
98,토,10,하차,127.09615384615384,2025
98,토,11,승차,263.9230769230769,2025
98,토,11,하차,143.07692307692307,2025
98,토,12,승차,281.71153846153845,2025
98,토,12,하차,158.55769230769232,2025
98,토,13,승차,201.03846153846155,2025
98,토,13,하차,161.6153846153846,2025
98,토,14,승차,171.96153846153845,2025
98,토,14,하차,169.57692307692307,2025
98,토,15,승차,173.92307692307693,2025
98,토,15,하차,196.17307692307693,2025
98,토,16,승차,188.26923076923077,2025
98,토,16,하차,214.92307692307693,2025
98,토,17,승차,199.8846153846154,2025
98,토,17,하차,207.96153846153845,2025
98,토,18,승차,116.3076923076923,2025
98,토,18,하차,188.6346153846154,2025
98,토,19,승차,72.86538461538461,2025
98,토,19,하차,152.46153846153845,2025
98,토,20,승차,49.71153846153846,2025
98,토,20,하차,151.17307692307693,2025
98,토,21,승차,31.576923076923077,2025
98,토,21,하차,121.51923076923077,2025
98,토,22,승차,24.5,2025
98,토,22,하차,98.63461538461539,2025
98,토,23,승차,6.4423076923076925,2025
98,토,23,하차,74.5576923076923,2025
99,일,0,승차,1.6923076923076923,2025
99,일,0,하차,20.903846153846153,2025
99,일,1,승차,0.2692307692307692,2025
99,일,1,하차,0.2692307692307692,2025
99,일,2,승차,0.057692307692307696,2025
99,일,2,하차,0.07692307692307693,2025
99,일,3,승차,0.0,2025
99,일,3,하차,0.0,2025
99,일,4,승차,3.6538461538461537,2025
99,일,4,하차,0.21153846153846154,2025
99,일,5,승차,50.46153846153846,2025
99,일,5,하차,12.538461538461538,2025
99,일,6,승차,55.84615384615385,2025
99,일,6,하차,59.28846153846154,2025
99,일,7,승차,94.09615384615384,2025
99,일,7,하차,47.82692307692308,2025
99,일,8,승차,119.23076923076923,2025
99,일,8,하차,63.48076923076923,2025
99,일,9,승차,140.34615384615384,2025
99,일,9,하차,92.09615384615384,2025
99,일,10,승차,177.75,2025
99,일,10,하차,87.32692307692308,2025
99,일,11,승차,204.55769230769232,2025
99,일,11,하차,100.78846153846153,2025
99,일,12,승차,198.55769230769232,2025
99,일,12,하차,112.42307692307692,2025
99,일,13,승차,195.1153846153846,2025
99,일,13,하차,136.67307692307693,2025
99,일,14,승차,175.09615384615384,2025
99,일,14,하차,159.17307692307693,2025
99,일,15,승차,167.03846153846155,2025
99,일,15,하차,182.94230769230768,2025
99,일,16,승차,158.8653846153846,2025
99,일,16,하차,201.15384615384616,2025
99,일,17,승차,152.09615384615384,2025
99,일,17,하차,200.65384615384616,2025
99,일,18,승차,106.61538461538461,2025
99,일,18,하차,169.26923076923077,2025
99,일,19,승차,78.73076923076923,2025
99,일,19,하차,133.65384615384616,2025
99,일,20,승차,55.61538461538461,2025
99,일,20,하차,109.65384615384616,2025
99,일,21,승차,47.61538461538461,2025
99,일,21,하차,103.3076923076923,2025
99,일,22,승차,36.75,2025
99,일,22,하차,81.48076923076923,2025
99,일,23,승차,16.78846153846154,2025
99,일,23,하차,48.90384615384615,2025
99,주중,0,승차,2.4597701149425286,2025
99,주중,0,하차,26.09961685823755,2025
99,주중,1,승차,0.12260536398467432,2025
99,주중,1,하차,0.3065134099616858,2025
99,주중,2,승차,0.08812260536398467,2025
99,주중,2,하차,0.26053639846743293,2025
99,주중,3,승차,0.022988505747126436,2025
99,주중,3,하차,0.038314176245210725,2025
99,주중,4,승차,6.126436781609195,2025
99,주중,4,하차,0.42911877394636017,2025
99,주중,5,승차,81.20306513409962,2025
99,주중,5,하차,25.704980842911876,2025
99,주중,6,승차,128.00766283524905,2025
99,주중,6,하차,176.6743295019157,2025
99,주중,7,승차,334.79693486590037,2025
99,주중,7,하차,450.4942528735632,2025
99,주중,8,승차,365.69348659003833,2025
99,주중,8,하차,502.95785440613025,2025
99,주중,9,승차,234.17241379310346,2025
99,주중,9,하차,179.15708812260536,2025
99,주중,10,승차,220.47892720306513,2025
99,주중,10,하차,153.0191570881226,2025
99,주중,11,승차,283.2337164750958,2025
99,주중,11,하차,177.71647509578543,2025
99,주중,12,승차,301.0,2025
99,주중,12,하차,177.35632183908046,2025
99,주중,13,승차,400.09961685823754,2025
99,주중,13,하차,195.49425287356323,2025
99,주중,14,승차,251.5095785440613,2025
99,주중,14,하차,207.1455938697318,2025
99,주중,15,승차,274.3295019157088,2025
99,주중,15,하차,257.8544061302682,2025
99,주중,16,승차,325.0919540229885,2025
99,주중,16,하차,320.9616858237548,2025
99,주중,17,승차,422.8390804597701,2025
99,주중,17,하차,323.86973180076626,2025
99,주중,18,승차,334.77777777777777,2025
99,주중,18,하차,334.13409961685824,2025
99,주중,19,승차,161.91954022988506,2025
99,주중,19,하차,206.24521072796935,2025
99,주중,20,승차,115.58620689655173,2025
99,주중,20,하차,146.367816091954,2025
99,주중,21,승차,138.367816091954,2025
99,주중,21,하차,136.21455938697318,2025
99,주중,22,승차,58.34099616858238,2025
99,주중,22,하차,94.57088122605364,2025
99,주중,23,승차,27.478927203065133,2025
99,주중,23,하차,62.662835249042146,2025
99,토,0,승차,2.3461538461538463,2025
99,토,0,하차,35.98076923076923,2025
99,토,1,승차,0.09615384615384616,2025
99,토,1,하차,0.1346153846153846,2025
99,토,2,승차,0.057692307692307696,2025
99,토,2,하차,0.09615384615384616,2025
99,토,3,승차,0.0,2025
99,토,3,하차,0.0,2025
99,토,4,승차,6.326923076923077,2025
99,토,4,하차,0.25,2025
99,토,5,승차,75.34615384615384,2025
99,토,5,하차,16.53846153846154,2025
99,토,6,승차,79.73076923076923,2025
99,토,6,하차,89.6923076923077,2025
